EXP,PED,HYB,SRC,GROUP,Plot,REP,Range,Row,PDT,DTA,DTS,HDT,PHT,EHT,STC,RLD,SLD,MAH,TWT,GWT,YLD,MST,PROT,OIL,FIB,STA,ASH,DEN
ORG_YieldTrial2022,PHG29*PHG47,PHG29*PHG47,ILH1,HIP,1101,2,8,5,5/31/2022,52,56,10/20/2022,150,70,NA,0,10,12.9,60.4,11.59,98.89582272,7.74,6.47,4.49,1.7,67.84,1.12,1.27
ORG_YieldTrial2022,PHG39*PHG84,ILORG0009,2019MOB_ORG,ORGOREI,1138,2,10,11,5/31/2022,62,68,10/20/2022,169,66,NA,0,0,20.6,51.9,10.92,98.85282348,7.83,6.33,3.57,1.7,68.97,1.01,1.27
ORG_YieldTrial2022,SHGD_DH_243/LH195,ISU015,17STHL:AnV_I:1334,ISU,1039,1,4,13,5/31/2022,59,63,10/20/2022,187,91,NA,0,0,28.2,47.2,10.93,98.38205797,7.15,6.88,3.3,1.25,68.65,1.06,1.32
ORG_YieldTrial2022,LH195*MO17,LH195*MO17,ILH1,HIP,1046,1,4,27,5/31/2022,64,69,10/20/2022,174,65,NA,0,0,32.8,46,11.37,98.2845382,7.98,6.15,4.44,2.31,67.92,1.11,1.22
ORG_YieldTrial2022,LH82*PHG39-B-B-19-1-1-B-BxPHG39*PHG47-B-B-19-1-1-B-B,UIUC333,2019MOB_CONV,NIFABOT20,1100,1,7,9,5/31/2022,61,68,10/20/2022,173,74,NA,0,0,19.3,53.4,10.78,96.39718104,7.82,7.2,4.14,1.7,67.71,1.14,1.28
ORG_YieldTrial2022,PHB47*PHK76,PHB47*PHK76,ILH1,HIP,1142,2,10,19,5/31/2022,57,60,10/20/2022,191,89,NA,0,0,16.6,56.1,10.87,95.61940322,7.91,7.52,3.48,1.68,67.09,1.06,1.28
ORG_YieldTrial2022,B73*PHG39-B-B-25-1-1-B-BxLH82*PH207-B-B-24-1-1-B-B,UIUC12,2019MOB_CONV,NIFATOP20,1159,2,11,23,5/31/2022,62,68,10/20/2022,192,90,NA,0,0,24.6,48.9,10.45,95.34371559,7.96,6.32,4.38,1.84,67.66,1.1,1.26
ORG_YieldTrial2022,B73*LH82-B-B-5-1-1-B-B X B73*PHG35-B-B-4-1-1-B-B,UIUC236,2019MOB_CONV,NIFATOP19,1072,1,6,11,5/31/2022,61,66,10/20/2022,167,92,NA,0,0,20.9,51.4,10.47,95.33960353,8.15,6.52,4.36,1.91,67.12,1.04,1.25
ORG_YieldTrial2022,PHW52*Q381,ILORG0008,2019MOB_ORG,ORGOREI,1147,2,10,29,5/31/2022,53,61,10/20/2022,176,72,NA,0,0,20.8,51.8,10.43,94.36110667,7.65,7.15,3.71,1.8,67.93,1.15,1.27
ORG_YieldTrial2022,B73*PHG39-B-B-52-1-1-B-B X PHG35*PHG47-B-B-1-1-1-B-B,UIUC205,2019MOB_CONV,NIFATOP19,1031,1,3,11,5/31/2022,52,57,10/20/2022,162,73,NA,0,0,16.1,56.8,10.66,93.17172264,8.45,6.91,3.54,1.73,67.51,0.96,1.27
ORG_YieldTrial2022,B73*PHG39-B-B-18-1-1-B-B * PHG35*PHG47-B-B-10-1-1-B-B,UIUC522,19MOB_334 X 19MOB_255,NIFAVAL,1001,1,2,5,5/31/2022,58,63,10/20/2022,170,79,NA,0,0,21.8,50.9,10.23,92.99891887,8.05,5.99,4.82,2,67.36,1.11,1.24
ORG_YieldTrial2022,B73*PH207,ILORG0011,2019MOB_ORG,ORGOREI,1160,2,11,21,5/31/2022,59,64,10/20/2022,175,71,NA,0,0,19.8,52.6,10.11,91.2122303,7.69,6.62,4.13,1.81,67.9,1.12,1.26
ORG_YieldTrial2022,434/H51,MNT1,2020 Montigomery ,MONT,1047,1,4,29,5/31/2022,61,65,10/20/2022,195,95,NA,0,0,30.1,46.5,10.17,90.4603932,NA,NA,NA,NA,NA,NA,NA
ORG_YieldTrial2022,B73*PHG39-B-B-66-1-1-B-B X PH207*PHG47-B-B-29-1-1-B-B,UIUC202,2019MOB_CONV,NIFATOP19,1064,1,5,13,5/31/2022,57,62,10/20/2022,190,81,NA,0,0,18.3,53.9,10.07,90.31836296,7.65,6.52,4.83,2.38,66.82,1.15,1.21
ORG_YieldTrial2022,B73*LH82,ILORG0016,2019MOB_ORG,ORGOREI,1069,1,6,5,5/31/2022,58,63,10/20/2022,187,87,NA,0,1,23,49.9,9.86,90.02857787,8.14,5.78,4.98,2.08,67.16,1.1,1.23
ORG_YieldTrial2022,TX714*PHZ51,TX714*PHZ51,ILH1,HIP,1106,2,8,15,5/31/2022,61,65,10/20/2022,216,112,NA,0,0,25.8,48.3,9.9,89.99228197,7.85,7.23,3.48,1.57,68.11,1.05,1.29
ORG_YieldTrial2022,B73*PHG39-B-B-25-1-1-B-B X PHG35*PHG47-B-B-20-1-1-B-B,UIUC116,2019MOB_CONV,NIFABOT19,1036,1,4,7,5/31/2022,57,62,10/20/2022,175,80,NA,0,4,22.6,50.2,9.86,89.95544449,7.87,6.57,4.13,1.99,67.28,1.05,1.25
ORG_YieldTrial2022,[B73/B89)-013-1/2/B84/B89)-037-1]02)-05-03-01-01-01-B-B-B-B-01///B131I01,ISU012,19SJWE:BREED:21018/21016 B,ISU,1165,2,11,11,5/31/2022,62,65,10/20/2022,175,83,NA,0,0,23.1,50,9.82,89.36781065,7.805,6.325,4.24,1.875,67.905,1.085,1.25
ORG_YieldTrial2022,B73*PHN82,B73*PHN82,ILH1,HIP,1022,1,3,29,5/31/2022,61,68,10/20/2022,171,70,NA,0,0,25.9,48.1,9.77,89.05965137,7.76,6.17,4.24,1.86,68.16,1.07,1.26
ORG_YieldTrial2022,B73*LH82-B-B-3-1-1-B-B X B73*PHG47-B-B-25-1-1-B-B,UIUC256,2019MOB_CONV,NIFATOP19,1156,2,11,29,5/31/2022,57,62,10/20/2022,162,65,NA,0,2,17.7,54.4,9.9,88.62360773,7.68,6.53,3.83,1.87,68.56,1.13,1.26
ORG_YieldTrial2022,B73*LH82-B-B-13-1-1-B-B X B73*PHG35-B-B-14-1-1-B-B,UIUC222,2019MOB_CONV,NIFATOP19,1017,1,2,37,5/31/2022,60,64,10/20/2022,166,74,NA,0,0,26,48.2,9.75,88.57325247,7.71,6.81,3.44,1.56,68.94,1.08,1.29
ORG_YieldTrial2022,B73*LH82-B-B-18-1-1-B-BxB73*PHG47-B-B-13-1-1-B-B,UIUC244,2019MOB_CONV,NIFABOT20,1200,2,13,9,5/31/2022,58,64,10/20/2022,154,61,NA,0,1,14.8,58.3,10.23,88.46265491,7.66,6.77,4.3,1.73,67.4,1.12,1.27
ORG_YieldTrial2022,B73*PHN82,B73*PHN82,ILH1,HIP,1197,2,13,15,5/31/2022,61,67,10/20/2022,162,88,NA,0,0,25,48.7,9.62,87.66387616,7.82,5.99,3.27,1.81,69.23,1.02,1.27
ORG_YieldTrial2022,59R5,CHECK1,great harvest,Check,1199,2,13,11,5/31/2022,59,64,10/20/2022,175,72,NA,0,0,18.9,53.3,9.59,86.34268459,7.81,5.94,3.44,2.07,69.02,1,1.24
ORG_YieldTrial2022,B73*PHG39-B-B-18-1-1-B-B * PHG35*PHG47-B-B-28-1-1-B-B,UIUC502,19MOB_334 X 19MOB_687,NIFAVAL,1009,1,2,21,5/31/2022,61,68,10/20/2022,172,98,NA,0,0,26.7,47.7,9.47,86.10906429,7.8,5.97,4.15,2.27,68.09,1.04,1.22
ORG_YieldTrial2022,B73*PHG39-B-B-23-1-1-B-B X PHG35*PHG47-B-B-18-1-1-B-B,UIUC114,2019MOB_CONV,NIFABOT19,1030,1,3,13,5/31/2022,55,61,10/20/2022,195,90,NA,0,0,16.5,56.1,9.64,84.90122246,7.79,6.48,4.8,2.03,66.85,1.09,1.24
ORG_YieldTrial2022,LH82*PH207-B-B-21-1-1-B-B X PHG35*PHG47-B-B-17-1-1-B-B,UIUC380,2019MOB_CONV,NIFATOP19,1181,2,12,29,5/31/2022,51,55,10/20/2022,152,74,NA,0,0,16.4,56.5,9.67,84.66376918,7.65,7.14,3.75,1.51,67.88,1.09,1.29
ORG_YieldTrial2022,B73*PHG39-B-B-53-1-1-B-B X LH82*PHG47-B-B-5-1-1-B-B,UIUC75,2019MOB_CONV,NIFABOT19,1026,1,3,21,5/31/2022,53,61,10/20/2022,178,79,NA,0,0,18.8,53.6,9.41,84.3517619,8.2,6.5,4.37,2.31,67.82,1.15,1.22
ORG_YieldTrial2022,LH82*PH207-B-B-1-1-1-B-BxPH207*PHG47-B-B-10-1-1-B-B,UIUC395,2019MOB_CONV,NIFABOT20,1125,2,9,23,5/31/2022,52,58,10/20/2022,153,58,NA,0,5,14.9,58.3,9.69,83.69472327,7.56,7.54,4.34,1.61,66.74,1.21,1.28
ORG_YieldTrial2022,TX714*PHZ51,TX714*PHZ51,ILH1,HIP,1065,1,5,11,5/31/2022,62,67,10/20/2022,179,73,NA,0,0,25.4,48.5,9.15,83.27822851,7.99,6.16,4.64,1.92,67.69,1.06,1.25
ORG_YieldTrial2022,LH82*PH207-B-B-17-1-1-B-BxPH207*PHG47-B-B-13-1-1-B-B,UIUC399,2019MOB_CONV,NIFABOT20,1115,2,8,33,5/31/2022,52,59,10/20/2022,155,44,NA,0,0,15.2,57.7,9.56,83.13640233,7.72,7.83,4.14,1.49,66.97,1.17,1.29
ORG_YieldTrial2022,PHHB9*Q381,ILORG0005,2019MOB_ORG,ORGOREI,1012,1,2,27,5/31/2022,52,59,10/20/2022,166,63,NA,0,0,19.2,53,9.18,82.81165569,7.98,6.83,4.04,1.71,67.56,1.05,1.27
ORG_YieldTrial2022,LH82*PHG39-B-B-18-1-1-B-B X PHG35*PHG39-B-B-22-1-1-B-B,UIUC306,2019MOB_CONV,NIFABOT19,1161,2,11,19,5/31/2022,62,66,10/20/2022,192,108,NA,0,0,20,52.3,9.08,82.18403159,7.31,7.12,2.65,1.68,69.07,1.05,1.28
ORG_YieldTrial2022,LH82*PHG35-B-B-27-1-1-B-B * B73*PH207-B-B-12-1-1-B-B,UIUC528,19MOB_875 X 19MOB_425,NIFAVAL,1169,2,12,5,5/31/2022,54,62,10/20/2022,178,86,NA,0,1,19.5,53.1,9.16,82.16940238,7.22,6.51,3.7,1.69,68.7,1.07,1.28
ORG_YieldTrial2022,BR 59H44,CHECK3,Blue River Hybrids,Check,1104,2,8,11,5/31/2022,61,63,10/20/2022,202,93,NA,0,1,18.8,53.4,9.12,82.05837378,7.75,6.31,4.29,1.73,67.81,1.1,1.27
ORG_YieldTrial2022,PHP38*Q381,ILORG0006,2019MOB_ORG,ORGOREI,1002,1,2,7,5/31/2022,52,57,10/20/2022,148,70,NA,0,0,14.9,58.3,9.46,81.70816121,7.67,6.44,3.69,1.86,68.57,1.08,1.26
ORG_YieldTrial2022,LH145*LH82,LH145*LH82,ILH1,HIP,1061,1,5,19,5/31/2022,50,55,10/20/2022,146,85,NA,0,15,14.9,58.3,9.35,80.75806632,7.42,7.27,3.66,1.46,68.02,1.1,1.3
ORG_YieldTrial2022,B73*PHG39-B-B-61-1-1-B-B X PHG35*PHG47-B-B-20-1-1-B-B,UIUC214,2019MOB_CONV,NIFATOP19,1196,2,13,17,5/31/2022,59,64,10/20/2022,148,64,NA,0,2,19.4,52.9,8.88,80.0581649,7.8,6.87,4.25,1.79,67.03,1.05,1.26
ORG_YieldTrial2022,PHJ89*PH207,PHJ89*PH207,ILH1,HIP,1035,1,4,5,5/31/2022,50,55,10/20/2022,164,71,NA,0,4,15.1,57.9,9.2,79.82340497,8.12,6.55,3.8,1.84,68.22,1.06,1.26
ORG_YieldTrial2022,LH82*PH207-B-B-22-1-1-B-BxPH207*PHG47-B-B-21-1-1-B-B,UIUC349,2019MOB_CONV,NIFABOT20,1059,1,5,23,5/31/2022,52,58,10/20/2022,153,80,NA,0,0,13.1,59.9,9.23,79.23333761,7.51,7.77,4.03,1.62,66.78,1.15,1.28
ORG_YieldTrial2022,PHRE1*PHTD5,PHRE1*PHTD5,ILH1,HIP,1067,1,5,7,5/31/2022,48,52,10/20/2022,207,108,NA,0,0,13.4,59.9,9.23,78.9598048,NA,NA,NA,NA,NA,NA,NA
ORG_YieldTrial2022,PHRE1*PHTD5,PHRE1*PHTD5,ILH1,HIP,1166,2,11,9,5/31/2022,50,53,10/20/2022,149,75,NA,0,5,13,60.4,9.04,77.04847369,7.86,7.58,3.52,1.61,67.42,1.07,1.29
ORG_YieldTrial2022,LH82*PHG39-B-B-19-1-1-B-BxPHG39*PHG47-B-B-19-1-1-B-B,UIUC333,2019MOB_CONV,NIFABOT20,1179,2,12,25,5/31/2022,62,69,10/20/2022,172,69,NA,0,0,23,49.9,8.3,75.78470551,7.85,6.93,4.74,1.92,66.95,1.15,1.25
ORG_YieldTrial2022,PHG39*PH207,ILORG0013,2019MOB_ORG,ORGOREI,1010,1,2,23,5/31/2022,54,62,10/20/2022,172,85,NA,0,0,17.1,55.5,8.54,75.48014286,8.15,7.37,3.89,1.8,66.87,1.05,1.26
ORG_YieldTrial2022,PHJ40*PHAJ0,PHJ40*PHAJ0,ILH1,HIP,1114,2,8,31,5/31/2022,48,52,10/20/2022,161,68,NA,0,5,12.7,60.4,8.81,75.34709432,7.94,9.23,3.4,1.28,65.94,1.04,1.31
ORG_YieldTrial2022,LH82*PH207-B-B-18-1-1-B-BxPH207*PHG47-B-B-15-1-1-B-B,UIUC400,2019MOB_CONV,NIFABOT20,1177,2,12,21,5/31/2022,52,56,10/20/2022,127,59,NA,0,1,17.3,55.5,8.14,71.77120316,7.81,7.98,3.86,1.35,66.61,1.15,1.31
ORG_YieldTrial2022,LH82*PH207-B-B-18-1-1-B-BxPH207*PHG47-B-B-15-1-1-B-B,UIUC400,2019MOB_CONV,NIFABOT20,1043,1,4,21,5/31/2022,50,55,10/20/2022,133,67,NA,0,1,16,57.1,8.2,71.37897802,7.83,7.79,3.89,1.45,66.67,1.16,1.3
ORG_YieldTrial2022,LH82*PHG39-B-B-19-1-1-B-BxPHG35*PHG39-B-B-23-1-1-B-B,UIUC307,2019MOB_CONV,NIFABOT20,1110,2,8,23,5/31/2022,59,66,10/20/2022,175,75,NA,0,3,19.2,53,7.75,69.91180083,7.7,7.38,3.75,1.56,67.31,1.09,1.29
ORG_YieldTrial2022,B73*PH207-B-B-17-1-1-B-BxB73*PHG47-B-B-13-1-1-B-B,UIUC265,2019MOB_CONV,NIFABOT20,1032,1,3,9,5/31/2022,52,61,10/20/2022,140,61,NA,0,0,15.4,57.6,7.87,68.39681953,7.68,6.46,4.74,1.75,67.01,1.16,1.26
ORG_YieldTrial2022,PHJ40*PHAJ0,PHJ40*PHAJ0,ILH1,HIP,1044,1,4,23,5/31/2022,48,52,10/20/2022,158,61,NA,0,3,12.7,60.5,8.01,68.3919018,8.09,7.95,3.33,1.34,66.98,1.06,1.31
ORG_YieldTrial2022,LH82*PH207-B-B-22-1-1-B-BxPH207*PHG47-B-B-21-1-1-B-B,UIUC349,2019MOB_CONV,NIFABOT20,1107,2,8,17,5/31/2022,52,56,10/20/2022,154,74,NA,0,5,13.4,59.7,7.86,67.46513633,7.72,8.26,3.97,1.44,66.44,1.15,1.3
ORG_YieldTrial2022,PHHB9*PHR63,ILORG0002,2019MOB_ORG,ORGOREI,1013,1,2,29,5/31/2022,61,68,10/20/2022,167,93,NA,0,0,28,47.3,7.48,67.37305628,7.96,6.4,4.31,2.3,67.42,1.08,1.21
ORG_YieldTrial2022,LH82*PHG35-B-B-27-1-1-B-B * B73*PH207-B-B-12-1-1-B-B,UIUC528,19MOB_875 X 19MOB_425,NIFAVAL,1068,1,5,5,5/31/2022,53,61,10/20/2022,195,92,NA,0,0,17.7,54.9,7.58,67.23725763,8.15,6.03,3.79,1.71,68.82,1.08,1.28
ORG_YieldTrial2022,PHJ89*PH207,PHJ89*PH207,ILH1,HIP,1171,2,12,9,5/31/2022,52,56,10/20/2022,178,70,NA,0,0,14.4,58.6,7.73,66.81422542,8.11,6.95,3.62,1.63,67.98,1.05,1.28
ORG_YieldTrial2022,LH82*PH207-B-B-1-1-1-B-B X PHG35*PHG47-B-B-10-1-1-B-B,UIUC372,2019MOB_CONV,NIFATOP19,1174,2,12,15,5/31/2022,52,56,10/20/2022,159,76,NA,0,3,13.8,59.4,7.71,66.20465005,7.54,7.38,4.09,1.56,66.73,1.07,1.29
ORG_YieldTrial2022,B73*LH82-B-B-13-1-1-B-B X B73*PHG35-B-B-14-1-1-B-B,UIUC222,2019MOB_CONV,NIFATOP19,1139,2,10,13,5/31/2022,62,67,10/20/2022,158,73,NA,0,0,23.2,50,7.27,66.07526627,7.62,7.45,3.28,1.33,67.98,1.03,1.31
ORG_YieldTrial2022,LH82*PHG39-B-B-19-1-1-B-BxPHG35*PHG39-B-B-23-1-1-B-B,UIUC307,2019MOB_CONV,NIFABOT20,1027,1,3,19,5/31/2022,60,65,10/20/2022,158,65,NA,0,0,17.8,54.4,6.95,62.13996693,7.74,6.33,3.8,1.73,68.14,1.06,1.28
ORG_YieldTrial2022,PHW52*LH185,ILORG0007,2019MOB_ORG,ORGOREI,1005,1,2,13,5/31/2022,61,69,10/20/2022,185,97,NA,0,0,21.3,51,6.69,61.08632092,8.3,6.22,3.38,2.12,68.58,0.99,1.24
ORG_YieldTrial2022,PHB47*PHN82,PHB47*PHN82,ILH1,HIP,1034,1,3,5,5/31/2022,57,62,10/20/2022,122,60,NA,0,0,15.5,57.5,6.93,60.26086957,8.1,6.76,3.23,1.52,68.26,0.99,1.29
ORG_YieldTrial2022,B73*PHG39-B-B-23-1-1-B-B X PHG35*PHG47-B-B-18-1-1-B-B,UIUC114,2019MOB_CONV,NIFABOT19,1198,2,13,13,5/31/2022,62,66,10/20/2022,158,79,NA,0,0,18.4,53.4,6.02,54.43255103,7.85,6.17,4.46,2.24,67.54,1.03,1.22
ORG_YieldTrial2022,B73*PH207-B-B-17-1-1-B-BxB73*PHG47-B-B-13-1-1-B-B,UIUC265,2019MOB_CONV,NIFABOT20,1130,2,9,13,5/31/2022,53,62,10/20/2022,158,56,NA,0,0,15.8,56.8,5.92,51.92766064,7.12,6.56,4.45,1.67,67.97,1.15,1.27
ORG_YieldTrial2022,B73*LH82-B-B-18-1-1-B-BxB73*PHG35-B-B-18-1-1-B-B,UIUC223,2019MOB_CONV,NIFABOT20,1176,2,12,19,5/31/2022,62,68,10/20/2022,155,63,NA,0,0,16.4,55.9,5.84,51.67977475,7.67,6.97,4.44,1.31,66.96,1.09,1.3
ORG_YieldTrial2022,LH82*PH207-B-B-1-1-1-B-BxPH207*PHG47-B-B-10-1-1-B-B,UIUC395,2019MOB_CONV,NIFABOT20,1011,1,2,25,5/31/2022,52,58,10/20/2022,130,60,NA,0,0,12.4,60.5,5.97,51.14890704,7.39,7.07,3.84,1.5,67.53,1.06,1.3
ORG_YieldTrial2022,LH82*PHG39-B-B-18-1-1-B-B X PHG35*PHG39-B-B-22-1-1-B-B,UIUC306,2019MOB_CONV,NIFABOT19,1007,1,2,17,5/31/2022,61,69,10/20/2022,151,65,NA,0,0,16.4,55.8,5.13,45.47814468,7.84,6.52,3.14,1.62,69.05,0.98,1.29
ORG_YieldTrial2022,LH82*PH207-B-B-17-1-1-B-BxPH207*PHG47-B-B-13-1-1-B-B,UIUC399,2019MOB_CONV,NIFABOT20,1023,1,3,27,5/31/2022,54,62,10/20/2022,130,55,NA,0,0,14.5,57.7,5.12,44.89247588,7.74,6.54,3.63,1.55,68.42,1.09,1.29
ORG_YieldTrial2022,B73*LH82-B-B-18-1-1-B-BxB73*PHG35-B-B-18-1-1-B-B,UIUC223,2019MOB_CONV,NIFABOT20,1003,1,2,9,5/31/2022,61,69,10/20/2022,161,70,NA,0,0,14.7,57.3,4.37,38.49365429,7.79,6.46,4.4,1.29,67.79,1.07,1.3
ORG_YieldTrial2022,LH82*PH207-B-B-12-1-1-B-BxPH207*PHG47-B-B-11-1-1-B-B,UIUC396,2019MOB_CONV,NIFABOT20,1093,1,7,23,5/31/2022,62,73,10/20/2022,147,66,NA,0,2,13.9,56.6,2.53,22.77301524,8.36,8.76,3.8,1.23,65.37,1.04,1.31
ORG_YieldTrial2022,LH82*PH207-B-B-12-1-1-B-BxPH207*PHG47-B-B-11-1-1-B-B,UIUC396,2019MOB_CONV,NIFABOT20,1183,2,12,33,5/31/2022,63,74,10/20/2022,158,63,NA,0,0,21.1,48.6,2.33,22.38256995,7.97,7.78,4.08,1.34,66.94,1.07,1.3
